id,title,duration,technology,type,boxoffice,first_boxoffice,actor,issue_company,manu_company,release_date,year,month,day,day_of_week,quarter,week,type_list,num_types,genre_剧情,genre_爱情,genre_喜剧,genre_动作,genre_惊悚,genre_动画,genre_悬疑,genre_冒险,genre_犯罪,genre_战争,genre_恐怖,genre_奇幻,genre_儿童,genre_纪录片,genre_青春,technology_list,technology_2D,technology_3D,technology_IMAX,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,is_weekend,springfestival,summer,nationalday
2709,大象林旺之一炮成名,77.0,2D,动画/战争,335.7,180.0,宋晓宇 Xiaoyu Song (voice);;;李垚 Yao Li (voice);;;徐炜 Wei Xu (voice);;;葛平 Ping Ge (voice);;;张怀武 Huaiwu Zhang (voice),";;;北京环鹰时代文化传媒有限公司 Bei Jing HY Media Co., Ltd.",";;;潇湘动漫文化有限公司 Xiaoxiang Animation Culture Co., Ltd;;;湖南电视台潇湘电影频道 Xiaoxiang Movies Channel of Hunan TV",2017-08-04,2017,8,4,4,3,31,"['动画', '战争']",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,True,False
2710,蝴蝶公墓,97.0,2D,爱情/悬疑/奇幻,333.9,273.0,张俪 Li Zhang;;;锦荣 Vivian Dawson;;;李子峰 Zifeng Li;;;李若彤 Lee Yeuk Tung;;;安悦溪 Yue Xi An;;;汪小敏 Xiao-min Wang;;;刘羽琦 Yuqi Liu;;;李欣烨 Jelly;;;韩志 Zhi Han,";;;美亚星际电影发行（北京）有限公司;;; 珠江影业传媒股份有限公司 Pearl River Pictures Co., Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;美亚长城传媒（北京）有限公司 Meiya Great Wall Media（Beijing） Co.,Ltd;;;美亚娱乐资讯集团有限公司 Mei Ah Entertainment Co.,Ltd;;;美亚电影制作有限公司 Mei Ah Movie Production Co.,Ltd;;;上海天涌影视传媒股份有限公司 Shanghai Tianyong Entertainment Co.,Ltd;;;星星娱乐制作有限公司",2017-10-20,2017,10,20,4,4,42,"['爱情', '悬疑', '奇幻']",3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2711,皮绳上的魂,129.0,2D,奇幻,328.5,219.0,扎西达娃 Zhaxidawa;;;金巴 Kimba;;;曲尼次仁 Choenyi Tsering;;;索朗尼玛 SuoLangNiMa;;;益西旦增 Yi Xi Dan Zeng;;;更登彭措 Gengdeng Pengcuo,";;;深圳马灯电影有限公司 Shenzhen Madeng Film Co.,Ltd;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;和力辰光国际文化传媒（北京）股份有限公司  Heli Chen'guang International Media Co.,Ltd;;;乐视影业（天津）有限公司 Le Vision Pictures (Tianjin) Co.,Ltd;;;云南尚立文化传播有限公司;;; 深圳马灯电影有限公司 Shenzhen Madeng Film Co.,Ltd;;; 麦颂影视投资（上海）有限公司 Maisong Entertainment  Investment（Shanghai） Co.,Ltd;;;上海和力影视传媒有限公司 Shanghai Heli Entertainment Co.,Ltd;;;霍尔果斯和力辰光影视制作有限公司 Horgos Heli Chen'guang Film&TV Production Co.,Ltd;;;西藏鑫合文化传媒有限公司",2017-08-18,2017,8,18,4,3,33,['奇幻'],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,True,False
2712,爱的帕斯卡,97.0,2D,爱情/剧情,329.2,,许还山 Huanshan Xu;;;奚美娟 Meijuan Xi;;;王栎鑫 Yuexin Wang;;;周知 Zhi Zhou;;;杜海涛 Haitao Du;;;牛犇 Ben Niu;;;张赫 He Zhang;;;意辰 Yi Chen,";;;西安凯博文化发展有限公司 Xi An Kai Bo Culture Development Co.,LTD;;;浙江东阳中广影视文化股份有限公司 Zhejiang Dongyang Zhongguang Entertainment Co.,Ltd;;;上海文赞影视文化传播工作室 Shanghai Wen Zan film and Television Culture Communication Studio",";;;西安凯博文化发展有限公司 Xi An Kai Bo Culture Development Co.,LTD;;;浙江东阳中广影视文化股份有限公司 Zhejiang Dongyang Zhongguang Entertainment Co.,Ltd;;;上海文赞影视文化传播工作室 Shanghai Wen Zan film and Television Culture Communication Studio;;;中共陕西省委宣传部 Propaganda Department of the CPC Shaanxi Provincial Committe;;;中共西安市委宣传部 Propaganda Department of the CPC Xi'an municipal Party committee",2017-12-15,2017,12,15,4,4,50,"['爱情', '剧情']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2713,一路逆风,91.0,2D,纪录片/音乐,327.6,187.0,邓紫棋 Gloria Tang,;;;九龙品天（北京）文化传播有限公司 Long Media;;;春秋永乐影视文化投资（北京）有限公司 YL PICTURES,";;;蜂鸟音乐有限公司  Fengniao Music Co.Ltd;;; 舟山市蜂鸟影业有限责任公司 Zhoushan Fengniao Pictures Co.,Ltd",2017-01-06,2017,1,6,4,1,1,"['纪录片', '音乐']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2714,碟仙前传,89.0,2D,惊悚/恐怖,315.1,150.0,王佑硕 Youshuo Wang;;;伊娜 Na Yi;;;许林 Lin Xu;;;郭若寒 Ruohan Guo;;;王瑄 Xuan Wang;;;杨鑫 Xin Yang;;;明俊臣 Junchen Ming,";;;北京环鹰时代文化传媒有限公司 Bei Jing HY Media Co., Ltd.",";;;安徽陆地影视文化传播有限公司 Anhui Land Entertainment Co., Ltd;;;北京环鹰时代文化传媒有限公司 Bei Jing HY Media Co., Ltd.;;;北京泰格尔影视文化传媒有限公司 Beijing Tiger Entertainment  Co.,Ltd",2017-05-12,2017,5,12,4,2,19,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2715,少年巴比伦,96.0,2D,剧情/喜剧/青春/爱情,314.1,178.0,董子健 ZiJian Dong;;;李梦 Meng Li;;;杨皓宇 Haoyu Yang;;;尚铁龙 Tielong Shang;;;李大光 Daguang Li;;;唐小然 Doris Tong;;;张陆 Lu Zhang;;;巴特尔 Mengke Bateer;;;刘惠 Hui Liu,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;华影天下（天津）电影发行有限责任公司 Huaying Tianxia （Tianjin）Film Distribution Co.,Ltd",";;;青岛帝帕客文化传媒有限公司 Qingdao Dipake Media Co.,Ltd;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;深圳市珑艺影视有限公司 Shenzhen Longyi Entertainment Co.,Ltd;;;浙江三乐影业有限公司 Zhejiang Sanle Pictures Co.,Ltd;;;青岛爱润东方影业有限公司;;; 北京翰洺影业有限公司 Beijing Hanming Pictures Co.,Ltd;;; 北京亚细亚影视制作发行有限公司 Beijing E Xi E Entertainment Production Co.,Ltd;;;西安亚细亚影视制作发行有限公司 Xi'an E Xi E Entertainment Production Co.,Ltd;;;北京创景华实影业有限公司 Beijing Chuangjing Huashi Pictures Co.,Ltd",2017-01-13,2017,1,13,4,1,2,"['剧情', '喜剧', '青春', '爱情']",4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2716,碟仙之毕业照,87.0,2D,惊悚/恐怖,308.9,169.0,陈圆 Yuan Chen;;;刘俐儿 Li-er Liu;;;宋伟 Wei Song;;;聂晶磊 Jing-lei Nie;;;柴子娣 Zi-di Chai;;;刘冲儿 Chong-er Liu,";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",";;;北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京东方歌典文化传播有限公司 Beijing Dongfang Gedian Media Co.,Ltd;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",2017-06-09,2017,6,9,4,2,23,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2717,超能龙骑侠,86.0,2D/3D,动画/奇幻/冒险,307.7,166.0,山新 Xin Shan (voice);;;乔诗语 Shiyu Qiao (voice);;;李珊珊 Shanshan Li (voice);;;冯盛 Sheng Feng (voice);;;胡越 Yue Hu (voice),";;;北京华映星球国际文化发展有限公司 Beijing Huaying Xingqiu International Media Co.,Ltd;;;恒大影视发行有限公司 Hengda Distribution Co.,Ltd;;;浙江横店影视娱乐有限公司 ZheJiang HengDian Entertainment Co., Ltd;;;北京众合千澄影视文化传媒有限公司 Beijing Zhong Qian Chengcheng Culture Co.,Ltd;;;沈阳北联喜鹊电影有限公司 Shenyang Beilian Xique Film Co.,Ltd",";;;北京华映星球国际文化发展有限公司 Beijing Huaying Xingqiu International Media Co.,Ltd",2017-01-13,2017,1,13,4,1,2,"['动画', '奇幻', '冒险']",3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"['2D', '3D']",1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2718,花腰恋歌,93.0,2D,爱情/剧情,306.0,,李哲 Zhe Li;;;季晨 Chen Ji;;;蔡俊涛 Juntao Cai;;;关新伟 Xinwei Guan;;;彭兰郁 Lanyu Peng,";;;北京义广星嘉影视文化传媒有限公司 Beijing YiDa star Jia Film ＆ TV Media Co.,Ltd",";;;云南古滇万国旅游文化影视传播有限公司 Yunnna Gudian Wanguo Travel Media Co.,Ltd",2017-05-11,2017,5,11,3,2,19,"['爱情', '剧情']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,False,False,False
2719,七月半3：灵触第七感,83.0,2D,恐怖/惊悚/科幻,292.2,189.0,施景子 Shi Chao Jin Zi;;;罗翔 Xiang Luo;;;苗青 Qing Miao;;;宋睿 Rui Song;;;赵吉 Ji Zhao;;;曾漪莲 Yi-lian Zeng;;;王良 Liang Wang,";;;北京基点影视文化传媒有限公司  Beijing G-POINT Film Culture Media Co., Ltd.",";;;北京中影传奇影业有限公司 Beijing Zhongying Chuanqi Film Co.,Ltd",2017-11-24,2017,11,24,4,4,47,"['恐怖', '惊悚', '科幻']",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2720,小情书,100.0,2D,爱情/青春/喜剧,290.9,229.0,赵顺然 Shunran Zhao;;;朱颜曼滋 Zhu Yanmanzi;;;韩昊轩 Haoxuan Han;;;姜瑞佳 Ruijia Jiang;;;伍宇辰 Yuchen Wu;;;高子沣 Zifeng Gao;;;赵建雷 Jianlei Zhao,";;;北京博纳影视文化交流有限公司 Beijing Bona Culture Exchange Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;优尼影视文化传媒（北京）有限公司 Youni Entertainment (Beijing) Co.,Ltd;;; 北京定军山影视文化有限公司 Beijing Dingjun Mountain Entertainment Co.,Ltd;;;深圳前海融丰投资管理中心（有限合伙）;;; 传奇电影投资（上海）有限公司;;; 北京展卓明玉影视文化传媒有限公司 Beijing Zhanzhuo Mingyu Entertainment Co.,Ltd;;;北京蓝钻文化传媒有限公司 Blue Diamond Culture Media;;;北京若晴文化传媒有限公司;;; 北京尚玺华奕文化传播有限公司",2017-05-19,2017,5,19,4,2,20,"['爱情', '青春', '喜剧']",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2721,真假森林王,78.0,2D,动画/喜剧,277.5,,,";;;霍尔果斯金铃铛影业有限公司 Khorgos Jinglingdang Pictures Co.,Ltd;;;辛起点文化传媒（北京）有限公司 Pioneer culture media (Beijing) Co., Ltd.;;; 北京星游科技有限公司 Beijing Xingyou Technology Co., LTD;;; 北京金视通科技有限公司 Beijing Jinshitong Technology Co.,Ltd",";;;辛起点文化传媒（北京）有限公司 Pioneer culture media (Beijing) Co., Ltd.;;; 合肥创新符号影视文化有限公司 Hefei Chuangxin Fuhao Entertainment Co.,Ltd",2017-09-16,2017,9,16,5,3,37,"['动画', '喜剧']",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2722,怨灵宿舍之白纸女生,87.0,2D,惊悚/恐怖,268.5,90.0,谢容儿 Sunny;;;薇拉贝儿 Labeier Wei;;;姚雨鑫 Yuxin Yao;;;曲馨雅 Xinya Qu;;;姜星丘 Xing-qiu Jiang;;;陈嘉敏 Jiamin Chen;;;姜梦茹 Meng-ru Jiang,";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",";;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd;;;湖南电视节目中心 Hunan TV Center;;;北京随缘文化发展有限公司 Beijing Suiyuan Media Co.,Ltd",2017-04-01,2017,4,1,5,2,13,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2723,恐怖电影院2,84.0,2D,惊悚/恐怖,265.1,142.0,殷果儿 Abby;;;黄梓城 Zicheng Huang;;;刘小奇 Tevin;;; 闫薇儿 Weier Yan;;;宋嘉豪 Jia Hao Song;;;孙文慧 Wenhui Sun;;;曲馨雅 Xinya Qu;;;武朋 Peng Wu,";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",";;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd;;;湖南电视节目中心 Hunan TV Center;;;北京随缘文化发展有限公司 Beijing Suiyuan Media Co.,Ltd",2017-10-19,2017,10,19,3,4,42,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,False,False,False
2724,辛巴达与美人鱼公主,80.0,2D,动画/冒险/儿童,265.4,,王雪沁 Xueqin Wang (voice);;;杨进 Jin Yang (voice);;;唐泽宗 Ze-zong Tang (voice);;;吴凡 Fan Wu (voice),";;;北京基点影视文化传媒有限公司  Beijing G-POINT Film Culture Media Co., Ltd.",";;;辛起点文化传媒（北京）有限公司 Pioneer culture media (Beijing) Co., Ltd.;;; 合肥创新符号影视文化有限公司 Hefei Chuangxin Fuhao Entertainment Co.,Ltd",2017-01-07,2017,1,7,5,1,1,"['动画', '冒险', '儿童']",3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2725,恐怖毕业照2,82.0,2D,惊悚/恐怖,243.7,72.0,陈圆 Yuan Chen;;;刘俐儿 Li-er Liu;;;宋伟 Wei Song;;;聂晶磊 Jing-lei Nie;;;柴子娣 Zi-di Chai;;;刘冲儿 Chong-er Liu;;;李晨溪 Chenxi Li,";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",";;;山西菲尔幕文化传媒有限公司 Shanxi Feiermu Media Co.,Ltd;;; 北京菲尔幕文化传媒有限公司 Filmoon Pictures;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",2017-08-18,2017,8,18,4,3,33,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,True,False
2726,撞邪31号,90.0,2D,惊悚/恐怖,235.8,140.0,来喜 Xi Lai;;;廖蔚蔚 Weiwei Liao;;;李子雄 Waise Lee;;;韩志 Zhi Han;;;盛石头 Shitou Sheng;;;徐海鹏 Haipeng Xu;;;范明辉 Minghui Fan,";;;中资唐丰影视文化传媒股份有限公司 Zhongzi Tangfeng Meida Co.,Ltd",";;;中资唐丰影视文化传媒股份有限公司 Zhongzi Tangfeng Meida Co.,Ltd",2017-06-30,2017,6,30,4,2,26,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2727,午夜惊魂路,80.0,2D,惊悚/恐怖,233.4,93.0,曾帅 Black;;;王良 Liang Wang;;;苗青 Qing Miao;;;卓凡 Fan Zhuo;;;武虹言 Hongyan Wu;;;苏文 Wen Su;;;刘婧 Jing Liu;;;王毅 Yi Wang,";;;莱芜光映影视文化传播有限公司 Laiwu Guangying Television Culture Communication Co.,Ltd;;; 上海小山影视文化传播有限公司 Shanghai  Xiaoshan Media Co.,Ltd",";;;中艺英纳影业（北京）有限公司 Beijing Zhongyi Yingna Media Co.,Ltd;;;山东一亩样田文化传媒有限公司;;; 上海小山影视文化传播有限公司 Shanghai  Xiaoshan Media Co.,Ltd;;;山东春暖花开文化传媒有限公司",2017-04-27,2017,4,27,3,2,17,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,False,False,False
2728,你在哪,100.0,2D,悬疑/剧情/犯罪,231.2,183.0,景珂 Jing Ke;;;杨晋 Jin Yang;;;周韵茹 Zhou Yunru;;;高爽 Gao Shuang;;;焦恩熙 Enxi Jiao;;;樊昊仑 Haolun Fan,";;;北京先锋传奇影视文化有限公司 Beijing Xianfeng Chuanqi Entertainment Co.,Ltd",";;;西安华颂影视文化传媒有限公司 Xian Huasong Entertainment Co.,Ltd;;;  西安中环影视文化有限公司  Xi An Zhong Huan Film and TV Culture Co., LTD;;;北京先锋传奇影视文化有限公司 Beijing Xianfeng Chuanqi Entertainment Co.,Ltd;;; 河北平治文化传媒有限公司;;; 广州玛莫时尚文化传播有限责任公司",2017-11-30,2017,11,30,3,4,48,"['悬疑', '剧情', '犯罪']",3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,False,False,False
2729,六人晚餐,100.0,2D,爱情/青春,227.7,139.0,窦骁 Shawn Dou;;;张钧甯 Chun-Ning Chang;;;邬君梅 Vivian Wu;;;吴刚 Gang Wu;;;俞灏明 Haoming Yu;;;尹馨梓 Xinzi Yin;;;赵立新 Lixin Zhao;;;陈欢 Huan Chen;;;崔文璐 Wenlu Cui;;;姜尘 Chen JIang;;;胡靖筠 Jing-jun Hu;;;陈威旭 Weixu Chen;;;李雨诺 Yunuo Li;;;郝宣凯 Xuankai Hao,";;;五洲电影发行有限公司 Wuzhou Film Distribution;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;上海莱弗影视制作有限公司;;; 北京宏岳金骁影视传媒有限公司 Beijing Hongyue Jinxiao Entertainment Co.,Ltd;;;北京圣华之巅国际文化传媒有限公司 Beijing Shenghua Zhidian International Media Co.,Ltd;;;东阳宏岳金骁影视文化传媒有限公司 Dongyang Hongyue Jinxiao Entertainment Co.,Ltd;;;东阳天艺其盛文化传媒有限公司",2017-06-16,2017,6,16,4,2,24,"['爱情', '青春']",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2730,因为爱情,88.0,2D,爱情/喜剧,225.4,187.0,魏大勋 Daxun Wei;;;郭姝彤 Shutong Guo;;;张萌 Alina Zhang;;;邱心志 Xin-zhi Qiu;;;陈友旺 Youwang Chen;;;魏天浩 Tianhao Wei;;;杜娟 Margaret Tu Chuan;;;王艺博 Yibo Wang;;;葛秋谷 Qiugu Ge,";;;北京聚合影联文化传媒有限公司 Beijing United Entertainment Partners Culture & Media Co.,Ltd",";;;北京环球映画影视文化传媒有限公司 Beijing Huanqiu Yinghua Entertainment Co.,Ltd;;;  浙江红珊瑚影视股份有限公司 Zhejiang Hongshanhu Media Co.,Ltd;;;深圳市豪俪影业制作有限公司;;; 北京环球艺动影业有限公司 Beijing Huanqiu Yidong Pictures Co.,Ltd",2017-10-27,2017,10,27,4,4,43,"['爱情', '喜剧']",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2731,乡关何处,98.0,2D,剧情,222.0,203.0,陈天星 Dragon Chen;;;江若琳 Elanne kwong;;;贾盛强 Jia Sheng Qiang;;;罗蓝山 Lanshan Luo;;;韩三明 Sanming Han;;;高瑕 Xia Gao;;;余海龙 Hailong Yu;;;虞俊达 Junda Yu;;;彭波 Bo Peng;;;陈笑涵 Xiao-han Chen;;;季子渊 Ziyuan Ji,";;;北京聚合影联文化传媒有限公司 Beijing United Entertainment Partners Culture & Media Co.,Ltd",";;;山西电影制片厂（有限公司） Shanxi Film Studio;;;山西影视（集团）有限责任公司 Shanxi Media Group Co.,Ltd;;;北京天星兄弟影视文化有限公司 Beijing Tianxing Brother Entertainment Co.,Ltd;;;   泸州天星影视艺术专修学院;;; 艺川文化（北京）有限公司;;; 北京大爱者联盟影视传媒有限公司 Beijing Daai Lianmeng Media Co.,Ltd",2017-06-30,2017,6,30,4,2,26,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2732,心惊胆战,90.0,2D,惊悚/恐怖,215.4,84.0,惠英红 Kara Hui;;;陈颖欣 Yingxin Xu;;;黄德斌 Kenny Wong;;;余秋瑶 Qiuyao Yu;;;冯宝宝 Bo-Bo Fung;;;周广超 Guangchao Zhou;;;余淼 Miao Yu,";;;星光联盟影业无锡有限公司 Star Alliance Pictures (Wuxi) Co.,Ltd;;;北京开启者文化传媒有限公司 Beijing Kaiqizhe Media Co.,Ltd;;;  正能量影业无锡有限公司 Zhengnengliang Film Wuxi Co.,Ltd",";;;星光联盟影业无锡有限公司 Star Alliance Pictures (Wuxi) Co.,Ltd;;;骄阳电影有限公司 Sundream Motion Pictures",2017-01-20,2017,1,20,4,1,3,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False,False
2733,夜半凶铃,92.0,2D,惊悚/恐怖,214.1,105.0,刘青 Ava Liu;;;李浩轩 Hao-xuan Li;;;白瑶 Yao Bai;;;孙志翔 Zhixiang Sun;;;张蓝艺 Lanyi Zhang;;;董立范 Lifan Dong;;;王璐瑶 Luyao Wang,";;;北京先锋传奇影视文化有限公司 Beijing Xianfeng Chuanqi Entertainment Co.,Ltd;;; 北京金亿乾坤影视文化传媒有限公司 Beijing Jinyi Qiankun Media Co.,Ltd;;;北京原画面影视传媒有限公司 Beijing Yuanhuamian Entertainment Co.,Ltd;;;十品（北京）影业有限公司 Shipin (Beijing) Pictures Co.,Ltd",";;;北京原画面影视传媒有限公司 Beijing Yuanhuamian Entertainment Co.,Ltd;;;佳宜影业集团有限公司;;; 北京黑狼影业传媒有限公司 Black Wolf Co.,Ltd",2017-07-28,2017,7,28,4,3,30,"['惊悚', '恐怖']",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,True,False
